design,method,method_label,wrong_order,rho,seed,ate_error,cf_rmse,cf_inconsistency,source
design_i,cocycles,Cocycles,False,0.1,14,0.1546601802110672,0.2623142898082733,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.1,15,0.03732341155409813,0.13420379161834717,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.1,16,26.24513816833496,37.428977966308594,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.1,17,0.03980104997754097,0.09983853250741959,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.1,18,0.05744541063904762,0.1367289125919342,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.1,19,0.07970237731933594,0.26360204815864563,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.3,0,0.13465559482574463,0.2347893863916397,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.3,1,0.15504217147827148,0.25181660056114197,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.3,2,0.08200471848249435,0.27714473009109497,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.3,3,0.14633168280124664,0.2570911645889282,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.3,4,7.908614158630371,11.514019966125488,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.3,5,122.87847900390625,174.00856018066406,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.3,6,0.057338979095220566,0.09737265855073929,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.3,7,0.1407310664653778,0.21094849705696106,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.3,8,0.16079726815223694,0.3410452604293823,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.3,9,0.053442735224962234,0.12559306621551514,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.3,10,0.07274304330348969,0.23628193140029907,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.3,11,0.1263422667980194,0.5374386310577393,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.3,12,0.0737573504447937,0.16654106974601746,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.3,13,0.1993333101272583,0.2862599492073059,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.3,14,0.05731215327978134,0.23574195802211761,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.3,15,0.05041183903813362,0.44921037554740906,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.3,16,0.24144740402698517,0.44284722208976746,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.3,17,0.10855580121278763,0.19114865362644196,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.3,18,0.11782438308000565,0.190242737531662,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.3,19,0.02569633722305298,0.18466578423976898,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.5,0,0.10722645372152328,0.34503063559532166,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.5,1,0.061371445655822754,0.1517583280801773,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.5,2,1.3973463773727417,2.164523124694824,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.5,3,0.06126813217997551,0.18886688351631165,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.5,4,0.026440180838108063,0.10303658246994019,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.5,5,0.07080291956663132,0.11682505160570145,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.5,6,0.10128714144229889,0.14825013279914856,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.5,7,0.20965878665447235,0.30575817823410034,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.5,8,0.07250732183456421,0.1937485635280609,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.5,9,0.03189591318368912,0.12163342535495758,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.5,10,0.0655854344367981,0.20853252708911896,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.5,11,0.09424876421689987,0.25383132696151733,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.5,12,0.09267082810401917,0.19308751821517944,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.5,13,0.030736619606614113,0.1734994798898697,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.5,14,0.045607052743434906,0.22658319771289825,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.5,15,0.01403640117496252,0.13260145485401154,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.5,16,0.06368103623390198,0.15014657378196716,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.5,17,0.03853513300418854,0.10020700842142105,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.5,18,0.03291032463312149,0.11988896876573563,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.5,19,0.14149630069732666,0.2806861400604248,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.7,0,0.10541675239801407,0.2192067950963974,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.7,1,0.14683720469474792,0.25303247570991516,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.7,2,0.04199180752038956,0.14334692060947418,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.7,3,0.0830405130982399,0.22239503264427185,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.7,4,0.020571531727910042,0.09482303261756897,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.7,5,2.564812183380127,4.232978343963623,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.7,6,0.07219114154577255,0.15323397517204285,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.7,7,0.07145294547080994,0.12127155810594559,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.7,8,0.05401363596320152,0.17599958181381226,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.7,9,0.03962589055299759,0.1349424421787262,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.7,10,0.07623329758644104,0.12918420135974884,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.7,11,0.05511997267603874,0.2637196183204651,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.7,12,0.042527128010988235,0.1447601020336151,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.7,13,0.12323383241891861,0.20487917959690094,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.7,14,0.1544455885887146,0.2584812343120575,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.7,15,2.2331230640411377,3.653596878051758,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.7,16,0.03906340152025223,0.15855762362480164,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.7,17,0.07429096102714539,0.17741386592388153,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.7,18,0.0358586348593235,0.12178879231214523,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.7,19,0.5090024471282959,1.0608593225479126,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.9,0,0.10556727647781372,0.17481142282485962,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.9,1,0.06999795883893967,0.19575229287147522,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.9,2,0.06144679710268974,0.13040390610694885,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.9,3,0.17508098483085632,0.2547059953212738,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.9,4,0.015283376909792423,0.12417608499526978,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.9,5,3.4852147102355957,5.12384033203125,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.9,6,0.1933937519788742,0.31911489367485046,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.9,7,0.03245016187429428,0.15793560445308685,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.9,8,0.06684459000825882,0.18578451871871948,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.9,9,0.05421798303723335,0.1107596904039383,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.9,10,0.004640578292310238,0.04413795843720436,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.9,11,0.03229157254099846,0.13879752159118652,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.9,12,0.1799086183309555,0.26631277799606323,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.9,13,0.09522878378629684,0.19768093526363373,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.9,14,0.03368958830833435,0.14074963331222534,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.9,15,0.05990706384181976,0.13684891164302826,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.9,16,0.9832683801651001,1.4624892473220825,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.9,17,0.02552933245897293,0.046040020883083344,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.9,18,0.0595058873295784,0.13449837267398834,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles,False,0.9,19,9.125624656677246,12.924642562866211,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.1,0,0.1097155213356018,0.18568511307239532,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.1,1,0.08740641921758652,0.17819997668266296,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.1,2,0.09098923206329346,0.15799580514431,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.1,3,0.09022512286901474,0.1829875409603119,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.1,4,13.68277359008789,19.50510597229004,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.1,5,0.09286735206842422,0.15141354501247406,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.1,6,0.052116114646196365,0.1272619366645813,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.1,7,0.08810900896787643,0.16778649389743805,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.1,8,0.14562614262104034,0.23646916449069977,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.1,9,0.11246279627084732,0.21910378336906433,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.1,10,1.6732829809188843,2.5966904163360596,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.1,11,0.05998842790722847,0.24575313925743103,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.1,12,0.09259743988513947,0.24798409640789032,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.1,13,0.0829525887966156,0.1610884964466095,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.1,14,1.404961347579956,2.6548025608062744,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.1,15,0.08479167520999908,0.21891213953495026,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.1,16,21.73188591003418,30.798507690429688,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.1,17,0.02555467188358307,0.06405244767665863,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.1,18,0.10268864035606384,0.18715296685695648,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.1,19,0.651533842086792,1.2202781438827515,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.3,0,0.08306730538606644,0.1831347793340683,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.3,1,0.2386920154094696,0.36742347478866577,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.3,2,0.023555252701044083,0.10454504191875458,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.3,3,0.19137702882289886,0.30130621790885925,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.3,4,0.12561455368995667,0.20622780919075012,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.3,5,0.1087968498468399,0.18565216660499573,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.3,6,0.1040261760354042,0.16278710961341858,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.3,7,0.1801765114068985,0.2713218033313751,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.3,8,0.10366671532392502,0.20418328046798706,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.3,9,0.007309689186513424,0.12123297154903412,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.3,10,0.0056216041557490826,0.18917129933834076,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.3,11,0.05449046567082405,0.2692161202430725,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.3,12,0.03535352274775505,0.1435057669878006,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.3,13,4.994693756103516,7.176535129547119,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.3,14,0.11023913323879242,0.24722819030284882,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.3,15,0.7959840297698975,1.377393364906311,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.3,16,0.026995379477739334,0.10534657537937164,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.3,17,0.06606114655733109,0.10866779088973999,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.3,18,0.03244820982217789,0.09535059332847595,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.3,19,0.8132243156433105,1.5598905086517334,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.5,0,0.0545370988547802,0.14329016208648682,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.5,1,0.08886929601430893,0.15391038358211517,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.5,2,0.012756351381540298,0.1326451599597931,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.5,3,0.08281015604734421,0.17296016216278076,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.5,4,0.15534017980098724,0.2430594116449356,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.5,5,0.08102300018072128,0.18426261842250824,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.5,6,0.08682984858751297,0.12996986508369446,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.5,7,0.14098897576332092,0.2322438657283783,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.5,8,0.33649399876594543,0.5684871077537537,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.5,9,0.04486257955431938,0.13176484405994415,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.5,10,0.11220012605190277,0.28515297174453735,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.5,11,0.11084983497858047,0.3061281740665436,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.5,12,0.031139109283685684,0.09273196756839752,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.5,13,0.10894565284252167,0.18871988356113434,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.5,14,0.1072838306427002,0.1769305020570755,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.5,15,162.5781707763672,230.06263732910156,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.5,16,23.318117141723633,33.14208221435547,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.5,17,0.10246941447257996,0.1531805545091629,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.5,18,0.10194975882768631,0.18317250907421112,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.5,19,0.5583175420761108,1.1719406843185425,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.7,0,0.050535883754491806,0.1770256906747818,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.7,1,0.11756034940481186,0.1939437985420227,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.7,2,0.02035159431397915,0.05748097226023674,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.7,3,0.07297787070274353,0.20643126964569092,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.7,4,0.26580843329429626,0.485493928194046,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.7,5,0.02614375576376915,0.5885554552078247,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.7,6,0.0438678115606308,0.1217365562915802,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.7,7,0.10575024783611298,0.15690010786056519,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.7,8,0.029087785631418228,0.18161427974700928,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.7,9,0.046651314944028854,0.20922893285751343,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.7,10,0.09886985272169113,0.29966387152671814,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.7,11,0.21504205465316772,0.5616072416305542,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.7,12,0.00744028203189373,0.11788123100996017,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.7,13,0.07802906632423401,0.12683230638504028,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.7,14,0.07882849872112274,0.1668834686279297,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.7,15,2.6882688999176025,4.467226982116699,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.7,16,21.76495933532715,30.889850616455078,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.7,17,0.03349030762910843,0.07864248752593994,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.7,18,0.08394400030374527,0.19181513786315918,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.7,19,5.363987445831299,7.725484848022461,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.9,0,0.05262865126132965,0.11718510091304779,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.9,1,0.0831531286239624,0.21370327472686768,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.9,2,0.06202368065714836,0.09594165533781052,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.9,3,0.1136590987443924,0.22993768751621246,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.9,4,0.16191434860229492,0.2589787542819977,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.9,5,0.047785304486751556,0.12055940181016922,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.9,6,0.816788911819458,1.2883844375610352,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.9,7,0.02818530611693859,0.08120935410261154,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.9,8,3.606022357940674,5.276266574859619,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.9,9,0.1175365000963211,0.22064074873924255,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.9,10,0.11219226568937302,0.2734664976596832,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.9,11,0.024391239508986473,0.15623034536838531,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.9,12,0.213250532746315,0.3234090209007263,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.9,13,0.03178606182336807,0.08987342566251755,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.9,14,0.10757812857627869,0.22558730840682983,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.9,15,0.2615666687488556,0.5656962394714355,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.9,16,3.617921829223633,5.8278961181640625,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.9,17,0.019456584006547928,0.08421603590250015,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.9,18,0.035694122314453125,0.10535411536693573,0.0,cocycle_results_chain.pt
design_i,cocycles,Cocycles (wrong order),True,0.9,19,9.33167839050293,13.368155479431152,0.0,cocycle_results_chain.pt
design_i,ot,OT,False,0.1,0,0.0346656929762868,0.24931060662081436,0.139792748750393,results/OT_affine_results_trials=20_n=500_m=500_additive=True_multivariate=True.pt
design_i,ot,OT,False,0.1,1,0.0811814715982316,0.2872463583794037,0.16317878136457187,results/OT_affine_results_trials=20_n=500_m=500_additive=True_multivariate=True.pt
design_i,ot,OT,False,0.1,2,0.03944447852646274,0.26577988796768326,0.15576145505976222,results/OT_affine_results_trials=20_n=500_m=500_additive=True_multivariate=True.pt
design_i,ot,OT,False,0.1,3,0.09937121547869646,0.2942059260635492,0.14273336289719998,results/OT_affine_results_trials=20_n=500_m=500_additive=True_multivariate=True.pt
design_i,ot,OT,False,0.1,4,0.0440612144638664,0.2560081412807743,0.1429576029105348,results/OT_affine_results_trials=20_n=500_m=500_additive=True_multivariate=True.pt
design_i,ot,OT,False,0.1,5,0.06362452700228387,0.2737088302685697,0.17095261798690006,results/OT_affine_results_trials=20_n=500_m=500_additive=True_multivariate=True.pt
design_i,ot,OT,False,0.1,6,0.13233418251969828,0.3196705738703637,0.20098111898944895,results/OT_affine_results_trials=20_n=500_m=500_additive=True_multivariate=True.pt
design_i,ot,OT,False,0.1,7,0.14012312678102992,0.3035627191383595,0.1678990811043829,results/OT_affine_results_trials=20_n=500_m=500_additive=True_multivariate=True.pt
design_i,ot,OT,False,0.1,8,0.0683787871298943,0.2525865027279867,0.1615921537863893,results/OT_affine_results_trials=20_n=500_m=500_additive=True_multivariate=True.pt
design_i,ot,OT,False,0.1,9,0.034445944838280486,0.2494585258413635,0.16871565327757354,results/OT_affine_results_trials=20_n=500_m=500_additive=True_multivariate=True.pt
design_i,ot,OT,False,0.1,10,0.06537907609534209,0.2930632886006509,0.17060064280320886,results/OT_affine_results_trials=20_n=500_m=500_additive=True_multivariate=True.pt
design_i,ot,OT,False,0.1,11,0.03338422599586269,0.31446219912867596,0.17736624849617247,results/OT_affine_results_trials=20_n=500_m=500_additive=True_multivariate=True.pt
design_i,ot,OT,False,0.1,12,0.10673907958431678,0.30036863666558433,0.16809609070167691,results/OT_affine_results_trials=20_n=500_m=500_additive=True_multivariate=True.pt
design_i,ot,OT,False,0.1,13,0.1637430302174936,0.3319272275126007,0.16057462950540266,results/OT_affine_results_trials=20_n=500_m=500_additive=True_multivariate=True.pt
design_i,ot,OT,False,0.1,14,0.122276909153719,0.2963684565705064,0.15205665989454564,results/OT_affine_results_trials=20_n=500_m=500_additive=True_multivariate=True.pt
design_i,ot,OT,False,0.1,15,0.17648992961325527,0.3347090963324229,0.1557180606158338,results/OT_affine_results_trials=20_n=500_m=500_additive=True_multivariate=True.pt
design_i,ot,OT,False,0.1,16,0.14967219987417643,0.30555501668982904,0.16191320063537168,results/OT_affine_results_trials=20_n=500_m=500_additive=True_multivariate=True.pt
design_i,ot,OT,False,0.1,17,0.04526846823373457,0.22799030291116204,0.18099717325085288,results/OT_affine_results_trials=20_n=500_m=500_additive=True_multivariate=True.pt
design_i,ot,OT,False,0.1,18,0.054041337808687334,0.24939356405791438,0.15250104627025596,results/OT_affine_results_trials=20_n=500_m=500_additive=True_multivariate=True.pt
design_i,ot,OT,False,0.1,19,0.12987970660465645,0.31706984880269273,0.14066204459280818,results/OT_affine_results_trials=20_n=500_m=500_additive=True_multivariate=True.pt
design_i,ot,OT,False,0.3,0,0.03676393823775645,0.24812197115362816,0.1359292181726597,results/OT_affine_results_trials=20_n=500_m=500_additive=True_multivariate=True.pt
design_i,ot,OT,False,0.3,1,0.08685841024203561,0.2850261510466532,0.14614903346037056,results/OT_affine_results_trials=20_n=500_m=500_additive=True_multivariate=True.pt
design_i,ot,OT,False,0.3,2,0.04306251692986395,0.2649781245920931,0.15007319133707067,results/OT_affine_results_trials=20_n=500_m=500_additive=True_multivariate=True.pt
design_i,ot,OT,False,0.3,3,0.10842657403339019,0.2895649668074476,0.13491187245641903,results/OT_affine_results_trials=20_n=500_m=500_additive=True_multivariate=True.pt
design_i,ot,OT,False,0.3,4,0.048813488171222635,0.25340465434577963,0.15344232041219488,results/OT_affine_results_trials=20_n=500_m=500_additive=True_multivariate=True.pt
design_i,ot,OT,False,0.3,5,0.05720646748383925,0.2659085617675758,0.16246979817413762,results/OT_affine_results_trials=20_n=500_m=500_additive=True_multivariate=True.pt
design_i,ot,OT,False,0.3,6,0.1463139051764149,0.3171610464277428,0.16601109551044546,results/OT_affine_results_trials=20_n=500_m=500_additive=True_multivariate=True.pt
design_i,ot,OT,False,0.3,7,0.1386106941727413,0.2980988091820367,0.16873757675996076,results/OT_affine_results_trials=20_n=500_m=500_additive=True_multivariate=True.pt
design_i,ot,OT,False,0.3,8,0.059370821975331674,0.25281493124925164,0.1492435466845485,results/OT_affine_results_trials=20_n=500_m=500_additive=True_multivariate=True.pt
design_i,ot,OT,False,0.3,9,0.02971502133189485,0.24436186673716834,0.15600584831042558,results/OT_affine_results_trials=20_n=500_m=500_additive=True_multivariate=True.pt
design_i,ot,OT,False,0.3,10,0.06924380201907288,0.29342352791070453,0.15542695647072557,results/OT_affine_results_trials=20_n=500_m=500_additive=True_multivariate=True.pt
design_i,ot,OT,False,0.3,11,0.03702842209916958,0.31141863375069145,0.1682929151466286,results/OT_affine_results_trials=20_n=500_m=500_additive=True_multivariate=True.pt
